date,open,close,high,low,volume
2005-06-23,5.438621997833252,5.438621997833252,5.710377756652729,5.710377756652729,32400
2005-06-26,5.438621997833252,5.438621997833252,5.438621997833252,5.438621997833252,0
2005-06-27,5.995474338531494,5.995474338531494,7.724316823514326,7.3732118640235305,64080
2005-06-28,7.374616622924805,7.374616622924805,8.809232865442176,7.375318662174552,22223520
2005-06-29,7.894955178240085,7.3029913902282715,7.894955178240085,7.3029913902282715,16513200
2005-06-30,7.43851858865607,7.100755214691162,7.499610958570255,7.100755214691162,10950480
2005-07-03,7.100755214691162,7.100755214691162,7.100755214691162,7.100755214691162,0
2005-07-04,7.08319973572948,6.776333332061768,7.091626136312888,6.776333332061768,9541440
2005-07-05,6.947672367095947,6.947672367095947,7.267178830395253,7.022106852581143,6030000
2005-07-06,7.107776909638324,6.8886871337890625,7.107776909638324,6.8886871337890625,5081040
2005-07-07,6.972952287234844,6.692068099975586,6.9827837304238605,6.692068099975586,6459840
2005-07-10,6.692068099975586,6.692068099975586,6.692068099975586,6.692068099975586,0
2005-07-11,7.18221139907837,7.182211399078369,7.4785443202589,7.211704283331161,7434000
2005-07-12,7.35846583629186,7.323355674743652,7.4441358455374935,7.323355674743652,4374720
2005-07-13,7.387256443338023,7.204681873321533,7.387256443338023,7.204681873321534,3600720
2005-07-14,7.265774551755067,7.0930304527282715,7.281924830870196,7.093030452728271,2933280
2005-07-17,7.093030452728271,7.0930304527282715,7.093030452728271,7.093030452728271,0
2005-07-18,7.312822496682902,7.155527114868164,7.320546857909152,7.155527114868164,2430720
2005-07-19,7.236982355426568,7.136566638946533,7.236982355426568,7.136566638946533,2304000
2005-07-20,7.175890825599277,7.127438545227051,7.281924307451598,7.127438545227051,3854160
2005-07-21,7.222238625035159,7.148506164550781,7.250326469635509,7.148506164550781,1618560
2005-07-24,7.148506164550781,7.148506164550781,7.148506164550781,7.148506164550781,0
2005-07-25,6.892899730178354,6.793888092041016,7.064239247986061,6.793888092041015,2533680
2005-07-26,6.914668370893488,6.671001434326172,6.914668370893488,6.671001434326172,3128400
2005-07-27,6.77844040077844,6.715241432189941,6.804422123971732,6.715241432189941,1466640
2005-07-28,6.753160110513737,6.706111907958984,6.881664636293386,6.706111907958984,1588320
2005-07-31,6.706111907958984,6.706111907958984,6.706111907958984,6.706111907958984,0
